CustomerID,Age,TenureMonths,MonthlyCharges,Contract,InternetService,PaymentMethod,TechSupport,Churn
CUST0786,55,18,110.0,One year,Fiber optic,Credit card,No,No
CUST0787,20,15,61.37,One year,No,Credit card,Yes,No
CUST0788,61,8,95.17,One year,DSL,Credit card,No,No
CUST0789,52,35,111.36,Two year,DSL,Bank transfer,Yes,No
CUST0790,18,55,37.39,Month-to-month,Fiber optic,Bank transfer,No,Yes
CUST0791,24,43,102.68,Two year,Fiber optic,Bank transfer,No,No
CUST0792,46,64,59.23,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0793,63,25,50.58,One year,Fiber optic,Credit card,Yes,Yes
CUST0794,70,21,95.45,Two year,DSL,Electronic check,No,Yes
CUST0795,45,35,116.43,Two year,Fiber optic,Mailed check,Yes,No
CUST0796,36,15,58.03,One year,DSL,Electronic check,Yes,No
CUST0797,79,71,84.04,One year,DSL,Bank transfer,Yes,No
CUST0798,46,14,57.53,Month-to-month,Fiber optic,Mailed check,No,No
CUST0799,37,35,82.66,One year,No,Credit card,No,No
CUST0800,45,38,89.08,One year,No,Mailed check,No,Yes
CUST0801,18,5,87.98,Two year,Fiber optic,Electronic check,Yes,Yes
CUST0802,37,34,89.24,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0803,50,33,42.83,Month-to-month,No,Credit card,Yes,No
CUST0804,75,19,95.89,One year,Fiber optic,Bank transfer,No,No
CUST0805,64,10,94.1,Month-to-month,No,Bank transfer,No,Yes
CUST0806,67,4,94.85,Month-to-month,No,Credit card,No,Yes
CUST0807,52,1,37.04,Month-to-month,No,Mailed check,Yes,No
CUST0808,24,35,72.45,One year,Fiber optic,Credit card,No,No
CUST0809,42,7,68.86,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0810,80,70,38.24,Month-to-month,Fiber optic,Electronic check,No,No
CUST0811,20,18,51.12,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0812,73,47,71.89,Two year,Fiber optic,Credit card,No,Yes
CUST0813,61,49,100.58,One year,No,Mailed check,No,No
CUST0814,35,36,52.52,Month-to-month,No,Bank transfer,No,No
CUST0815,67,64,108.83,Month-to-month,No,Electronic check,Yes,Yes
CUST0816,70,8,81.85,One year,DSL,Bank transfer,Yes,No
CUST0817,20,17,102.24,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0818,24,19,74.89,One year,No,Credit card,No,Yes
CUST0819,59,10,77.42,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0820,80,22,88.87,Two year,DSL,Bank transfer,No,No
CUST0821,19,23,118.16,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0822,59,56,76.72,One year,No,Credit card,Yes,No
CUST0823,26,22,80.22,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0824,58,64,87.19,Two year,DSL,Electronic check,No,Yes
CUST0825,57,56,100.06,Two year,No,Bank transfer,Yes,No
CUST0826,23,65,36.83,One year,No,Bank transfer,Yes,Yes
CUST0827,60,8,78.99,Month-to-month,No,Electronic check,Yes,No
CUST0828,74,71,75.75,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0829,72,45,117.56,Two year,No,Credit card,No,No
CUST0830,19,71,76.88,One year,DSL,Electronic check,No,No
CUST0831,33,26,74.49,Month-to-month,No,Mailed check,No,No
CUST0832,33,69,121.41,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0833,46,43,72.8,Month-to-month,No,Electronic check,No,Yes
CUST0834,27,6,47.18,Two year,No,Credit card,No,No
CUST0835,71,30,50.61,One year,DSL,Bank transfer,Yes,No
CUST0836,66,10,39.04,One year,Fiber optic,Credit card,No,Yes
CUST0837,68,68,30.05,One year,Fiber optic,Electronic check,Yes,No
CUST0838,30,22,71.03,Month-to-month,DSL,Credit card,Yes,No
CUST0839,18,17,103.08,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0840,75,40,99.68,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0841,36,31,33.05,One year,DSL,Electronic check,No,No
CUST0842,59,7,84.15,Month-to-month,Fiber optic,Mailed check,Yes,Yes
CUST0843,75,59,44.66,Month-to-month,No,Bank transfer,Yes,Yes
CUST0844,20,61,119.4,Month-to-month,No,Bank transfer,Yes,Yes
CUST0845,18,54,45.9,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0846,18,45,89.53,One year,No,Electronic check,Yes,No
CUST0847,27,29,60.99,Month-to-month,DSL,Electronic check,Yes,No
CUST0848,21,40,90.95,Month-to-month,No,Bank transfer,No,Yes
CUST0849,69,38,69.16,One year,No,Mailed check,Yes,Yes
CUST0850,56,12,102.17,Month-to-month,DSL,Mailed check,No,Yes
CUST0851,79,6,51.91,Month-to-month,No,Electronic check,Yes,No
CUST0852,68,19,116.05,Month-to-month,No,Credit card,No,No
CUST0853,78,33,77.52,Two year,Fiber optic,Mailed check,No,Yes
CUST0854,33,12,101.83,Month-to-month,DSL,Credit card,Yes,Yes
CUST0855,36,8,110.72,One year,Fiber optic,Credit card,Yes,Yes
CUST0856,71,62,124.89,Two year,Fiber optic,Bank transfer,No,No
CUST0857,33,27,51.27,One year,Fiber optic,Mailed check,No,No
CUST0858,21,43,57.25,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0859,60,38,53.79,One year,No,Mailed check,Yes,No
CUST0860,68,53,54.97,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0861,78,54,85.33,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0862,76,22,124.38,One year,No,Credit card,No,Yes
CUST0863,25,62,124.08,Month-to-month,DSL,Bank transfer,Yes,Yes
CUST0864,66,27,80.04,Month-to-month,No,Credit card,No,No
CUST0865,71,61,90.71,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0866,61,30,111.7,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0867,69,8,118.63,Month-to-month,No,Credit card,Yes,No
CUST0868,70,55,49.37,One year,DSL,Mailed check,Yes,No
CUST0869,46,3,80.21,Two year,Fiber optic,Credit card,Yes,Yes
CUST0870,20,56,109.12,Month-to-month,DSL,Electronic check,No,Yes
CUST0871,46,4,58.8,One year,DSL,Mailed check,Yes,No
CUST0872,30,15,71.78,Month-to-month,No,Electronic check,Yes,Yes
CUST0873,25,44,123.63,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0874,25,68,123.58,Month-to-month,DSL,Electronic check,No,Yes
CUST0875,61,30,116.08,Month-to-month,No,Electronic check,No,Yes
CUST0876,49,9,105.85,Month-to-month,DSL,Credit card,No,Yes
CUST0877,52,17,55.57,Month-to-month,No,Electronic check,Yes,No
CUST0878,64,65,60.48,Month-to-month,DSL,Electronic check,No,Yes
CUST0879,52,53,81.99,One year,No,Bank transfer,Yes,No
CUST0880,57,8,83.27,Month-to-month,No,Mailed check,Yes,Yes
CUST0881,23,28,78.02,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0882,71,20,90.48,Month-to-month,DSL,Mailed check,No,Yes
CUST0883,46,13,68.79,One year,Fiber optic,Bank transfer,No,No
CUST0884,27,61,101.17,Month-to-month,DSL,Mailed check,Yes,No
CUST0885,69,45,61.69,One year,DSL,Bank transfer,No,No
CUST0886,64,13,61.41,Month-to-month,DSL,Mailed check,No,Yes
CUST0887,21,47,42.09,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0888,30,30,47.93,Two year,No,Credit card,No,Yes
CUST0889,18,5,110.8,Month-to-month,DSL,Bank transfer,Yes,No
CUST0890,35,33,72.4,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0891,24,14,51.65,Month-to-month,DSL,Mailed check,Yes,No
CUST0892,62,18,102.14,Two year,No,Bank transfer,Yes,No
CUST0893,50,64,82.63,One year,DSL,Electronic check,Yes,No
CUST0894,79,52,32.01,One year,Fiber optic,Mailed check,Yes,No
CUST0895,65,10,60.05,Two year,Fiber optic,Credit card,No,Yes
CUST0896,56,62,46.82,Month-to-month,Fiber optic,Mailed check,No,No
CUST0897,50,42,92.31,Two year,DSL,Bank transfer,Yes,Yes
CUST0898,21,63,56.13,Month-to-month,DSL,Bank transfer,No,No
CUST0899,22,54,36.17,One year,Fiber optic,Bank transfer,No,No
CUST0900,56,25,35.22,Month-to-month,Fiber optic,Electronic check,No,Yes
CUST0901,18,39,85.26,Month-to-month,DSL,Mailed check,No,No
CUST0902,20,39,32.06,Two year,Fiber optic,Electronic check,Yes,Yes
CUST0903,31,52,110.64,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0904,73,18,44.76,Two year,No,Bank transfer,No,No
CUST0905,46,24,87.62,Month-to-month,No,Credit card,No,Yes
CUST0906,62,18,72.25,One year,DSL,Bank transfer,No,No
CUST0907,43,22,72.07,Two year,DSL,Bank transfer,No,No
CUST0908,28,12,36.82,Month-to-month,DSL,Credit card,Yes,Yes
CUST0909,41,3,106.26,Two year,DSL,Mailed check,No,Yes
CUST0910,23,68,114.84,One year,Fiber optic,Mailed check,Yes,Yes
CUST0911,66,6,31.05,One year,No,Mailed check,Yes,No
CUST0912,29,64,46.97,Month-to-month,Fiber optic,Credit card,No,Yes
CUST0913,41,1,115.87,One year,DSL,Mailed check,Yes,No
CUST0914,79,56,82.2,One year,Fiber optic,Bank transfer,No,Yes
CUST0915,55,24,44.25,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0916,46,38,49.27,Month-to-month,Fiber optic,Bank transfer,No,Yes
CUST0917,52,21,92.7,Month-to-month,DSL,Credit card,No,No
CUST0918,67,36,98.86,Two year,DSL,Mailed check,No,No
CUST0919,34,33,86.95,Month-to-month,DSL,Mailed check,No,No
CUST0920,58,39,120.55,One year,Fiber optic,Electronic check,Yes,Yes
CUST0921,72,29,76.94,Two year,DSL,Electronic check,Yes,No
CUST0922,54,39,58.53,Month-to-month,No,Electronic check,Yes,Yes
CUST0923,46,60,75.34,Month-to-month,No,Credit card,Yes,No
CUST0924,27,32,64.17,One year,Fiber optic,Mailed check,No,Yes
CUST0925,33,27,51.32,Month-to-month,No,Mailed check,No,Yes
CUST0926,77,10,34.37,One year,DSL,Credit card,Yes,Yes
CUST0927,52,26,63.46,One year,No,Bank transfer,Yes,No
CUST0928,36,10,97.58,One year,DSL,Electronic check,No,No
CUST0929,44,14,31.75,Month-to-month,Fiber optic,Bank transfer,No,No
CUST0930,54,69,71.72,One year,Fiber optic,Electronic check,Yes,Yes
CUST0931,51,7,91.18,One year,DSL,Electronic check,No,No
CUST0932,62,35,87.99,Month-to-month,Fiber optic,Mailed check,No,Yes
CUST0933,34,61,103.78,One year,DSL,Electronic check,No,Yes
CUST0934,58,69,107.0,Two year,No,Electronic check,Yes,Yes
CUST0935,45,11,97.61,One year,No,Credit card,No,Yes
CUST0936,77,12,39.77,Month-to-month,DSL,Mailed check,Yes,Yes
CUST0937,27,27,75.13,Month-to-month,No,Mailed check,Yes,Yes
CUST0938,27,40,87.32,Month-to-month,DSL,Electronic check,No,Yes
CUST0939,47,70,53.33,Month-to-month,Fiber optic,Mailed check,No,No
CUST0940,50,15,34.04,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0941,61,12,51.24,Two year,Fiber optic,Credit card,No,No
CUST0942,43,19,73.21,Month-to-month,No,Bank transfer,Yes,No
CUST0943,75,63,69.32,Two year,No,Credit card,No,Yes
CUST0944,47,3,46.78,Month-to-month,No,Mailed check,No,No
CUST0945,26,28,108.32,Month-to-month,Fiber optic,Bank transfer,No,Yes
CUST0946,25,9,117.94,Month-to-month,No,Credit card,No,Yes
CUST0947,79,12,49.13,Month-to-month,No,Credit card,No,Yes
CUST0948,26,67,118.31,One year,No,Mailed check,No,No
CUST0949,77,1,31.7,Two year,No,Credit card,No,Yes
CUST0950,35,24,117.87,Two year,No,Mailed check,No,No
CUST0951,23,66,120.43,Month-to-month,Fiber optic,Credit card,Yes,Yes
CUST0952,37,44,31.14,One year,No,Mailed check,No,No
CUST0953,56,6,102.49,Month-to-month,Fiber optic,Bank transfer,Yes,Yes
CUST0954,44,34,122.17,Two year,Fiber optic,Mailed check,No,Yes
CUST0955,67,70,116.06,One year,No,Credit card,Yes,No
CUST0956,56,29,122.22,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0957,43,39,82.28,Month-to-month,DSL,Credit card,No,Yes
CUST0958,57,39,37.42,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0959,79,48,110.73,Month-to-month,DSL,Bank transfer,Yes,No
CUST0960,43,14,88.31,Two year,No,Credit card,No,Yes
CUST0961,27,61,88.4,One year,DSL,Electronic check,Yes,Yes
CUST0962,43,72,69.64,Two year,No,Mailed check,Yes,Yes
CUST0963,70,11,84.32,Month-to-month,No,Credit card,No,Yes
CUST0964,31,59,44.59,One year,Fiber optic,Electronic check,Yes,No
CUST0965,77,59,100.28,Month-to-month,DSL,Mailed check,Yes,No
CUST0966,55,54,37.13,One year,Fiber optic,Credit card,Yes,No
CUST0967,55,27,99.33,Month-to-month,Fiber optic,Mailed check,Yes,No
CUST0968,37,34,110.65,Month-to-month,No,Mailed check,Yes,Yes
CUST0969,75,61,74.88,One year,No,Mailed check,Yes,No
CUST0970,20,12,78.43,Month-to-month,Fiber optic,Electronic check,No,No
CUST0971,36,60,59.66,Month-to-month,DSL,Mailed check,No,Yes
CUST0972,44,67,122.1,One year,Fiber optic,Mailed check,Yes,Yes
CUST0973,48,50,99.65,Month-to-month,DSL,Electronic check,Yes,Yes
CUST0974,47,25,65.05,Two year,Fiber optic,Mailed check,No,No
CUST0975,27,41,46.61,One year,DSL,Mailed check,No,No
CUST0976,32,4,50.86,Two year,Fiber optic,Electronic check,Yes,Yes
CUST0977,24,68,74.07,One year,Fiber optic,Mailed check,No,No
CUST0978,54,25,119.54,One year,DSL,Bank transfer,Yes,No
CUST0979,40,5,99.74,One year,No,Electronic check,No,Yes
CUST0980,53,58,50.45,Two year,No,Bank transfer,No,No
CUST0981,55,48,111.66,One year,DSL,Bank transfer,No,No
CUST0982,62,45,65.93,Month-to-month,No,Bank transfer,Yes,No
CUST0983,52,4,110.91,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0984,58,55,52.96,One year,DSL,Electronic check,Yes,No
CUST0985,54,46,88.77,Month-to-month,Fiber optic,Credit card,Yes,No
CUST0986,59,58,118.03,Month-to-month,Fiber optic,Mailed check,Yes,Yes
CUST0987,56,60,54.5,Month-to-month,No,Bank transfer,No,Yes
CUST0988,37,16,95.83,One year,No,Electronic check,Yes,Yes
CUST0989,33,16,123.79,Month-to-month,No,Mailed check,No,No
CUST0990,67,67,44.31,One year,DSL,Mailed check,Yes,No
CUST0991,39,39,38.4,One year,No,Mailed check,Yes,Yes
CUST0992,52,32,94.05,Two year,Fiber optic,Mailed check,No,No
CUST0993,30,21,62.27,Month-to-month,DSL,Credit card,No,No
CUST0994,45,47,36.77,One year,Fiber optic,Mailed check,Yes,No
CUST0995,51,55,75.15,One year,Fiber optic,Bank transfer,No,No
CUST0996,57,1,101.61,Month-to-month,Fiber optic,Electronic check,Yes,Yes
CUST0997,51,40,57.09,One year,No,Credit card,Yes,No
CUST0998,40,72,61.83,Month-to-month,No,Electronic check,No,No
CUST0999,78,21,110.34,Two year,No,Mailed check,Yes,No
CUST1000,50,21,79.41,Month-to-month,Fiber optic,Mailed check,No,No
